v_id;lon;lat;typ;voltage;frequency;name;operator;ref;wkt_srid_4326
204;7.706357671;51.27858032;substation;"220000;110000";;Elverlingsen;markE;;"SRID=4326;POINT(7.70635767084239 51.2785803248342)"
205;7.450342074;51.41360825;plant;;;Koepchenwerk;RWE Power AG;;"SRID=4326;POINT(7.4503420737133 51.4136082478987)"
206;6.634481705;51.03597996;plant;;;RWE Kraftwerk Neurath BoA Bl. F/G;;;"SRID=4326;POINT(6.63448170507317 51.0359799570641)"
207;7.607116158;51.89860463;substation;220000;50;Amelsbüren;Amprion;;"SRID=4326;POINT(7.60711615834737 51.8986046345034)"
208;7.403544454;51.64444952;substation;380000;50;Station Lippe;RWE;;"SRID=4326;POINT(7.40354445433039 51.6444495221964)"
209;8.939692617;52.40303324;substation;380000;50;Schaltanlage Ovenstädt;TenneT TSO GmbH;3018;"SRID=4326;POINT(8.9396926172441 52.4030332405173)"
210;9.409520368;52.0343167;plant;;;Kernkraftwerk Grohnde;Gemeinschaftskernkraftwerk Grohnde GmbH & Co. oHG;KWG;"SRID=4326;POINT(9.40952036752961 52.0343166956609)"
211;7.235793488;49.36939238;substation;380000;50;Mittelbexbach;Amprion;;"SRID=4326;POINT(7.23579348811378 49.3693923811997)"
212;6.813684346;49.72483411;substation;"380000;110000";50;Station Osburg;"Amprion; Westnetz";;"SRID=4326;POINT(6.81368434620717 49.7248341051075)"
213;8.58869053;49.81551405;substation;"220000;110000";50;Umspannanlage Pfungstadt;RWE;;"SRID=4326;POINT(8.58869053015616 49.8155140535631)"
214;8.547161017;49.44053976;substation;"220000;110000";50;Station Rheinau;Net;;"SRID=4326;POINT(8.54716101729403 49.4405397603694)"
215;8.408288766;49.52862353;substation;220000;50;BASF;;;"SRID=4326;POINT(8.40828876612783 49.5286235333031)"
216;9.190787466;48.91441689;substation;"380000;220000;110000";50;Umspannstation Hoheneck Amprion;Amprion;;"SRID=4326;POINT(9.19078746567264 48.9144168850357)"
217;12.13207;54.14245992;generator;;50;Kraftwerk Rostock;;;"SRID=4326;POINT(12.1320700033184 54.1424599150795)"
218;12.21356059;54.11199989;substation;"220000;110000";50;Bentwisch;E.ON edis AG;Bw;"SRID=4326;POINT(12.2135605906601 54.1119998916809)"
219;8.571258867;52.10536497;substation;"380000;110000";50;Eickum;TenneT;;"SRID=4326;POINT(8.57125886720865 52.1053649703152)"
220;8.659372955;51.99961014;substation;"380000;220000;110000";50;Umspannwerk Bechterdissen;TenneT;;"SRID=4326;POINT(8.6593729546501 51.9996101360209)"
221;7.31136231;53.12576659;substation;"380000;150000;110000";"50;0";Diele;"TenneT;EON_Netz";DIEL;"SRID=4326;POINT(7.31136230953603 53.1257665914164)"
222;6.949484046;53.12353785;substation;"380000;220000";;Meeden;TenneT;MEE4;"SRID=4326;POINT(6.94948404574031 53.1235378491255)"
223;8.273278146;49.0293981;substation;"220000;110000";50;Umspannwerk Maximiliansau;Pfalzwerke AG;;"SRID=4326;POINT(8.27327814627525 49.0293981037883)"
224;8.352333953;49.42127435;substation;"220000;110000";50;Netzleitstelle Mutterstadt;Pfalzwerke;;"SRID=4326;POINT(8.35233395252327 49.4212743450173)"
225;7.729202046;49.48264744;substation;"220000;110000";50;Otterbach;Amprion;;"SRID=4326;POINT(7.72920204621049 49.4826474377754)"
226;9.797336143;52.00083925;substation;"220000;110000";50;Godenau;"TenneT;EON_Netz";;"SRID=4326;POINT(9.79733614300556 52.0008392548375)"
227;10.08215738;48.26609019;substation;380000;50;Vöhringen Amprion;Ampirion;;"SRID=4326;POINT(10.0821573814608 48.2660901922742)"
228;8.627161282;49.54359528;substation;"220000;110000";50;Umspannwerk Weinheim;;;"SRID=4326;POINT(8.62716128185002 49.5435952784092)"
229;8.501808575;49.44491153;substation;"220000;110000";;Mannheim;;;"SRID=4326;POINT(8.50180857459037 49.4449115329164)"
230;10.39177607;48.51846091;substation;380000;;Umspannwerk Gundelfingen;Amprion;;"SRID=4326;POINT(10.3917760727113 48.51846091102)"
231;7.958075904;47.59547799;substation;"380000;220000";50;Lastverteilung/Schaltanlage Kühmoos;Schluchseewerk AG;;"SRID=4326;POINT(7.95807590404246 47.595477987414)"
232;10.08375133;48.2688675;substation;"380000;220000;110000";50;Vöhringen LEW;LEW;Station Nr. 625;"SRID=4326;POINT(10.0837513310281 48.268867503254)"
233;9.885515157;48.30407438;substation;"380000;220000;110000";50;Umspannwerk Dellmensingen;EnBW;;"SRID=4326;POINT(9.88551515679306 48.3040743800139)"
234;9.013402371;47.84534861;substation;"220000;110000";50;Umspannwerk Stockach;;;"SRID=4326;POINT(9.01340237137239 47.84534861265)"
235;8.251925537;47.63976982;substation;"220000;110000";50;Umspannwerk Gurtweil;EnBW;;"SRID=4326;POINT(8.25192553682682 47.6397698245713)"
236;9.196756549;48.91296345;substation;"220000;110000";50;Umspannwerk Hoheneck EnBW;EnBW;;"SRID=4326;POINT(9.19675654948238 48.9129634543149)"
238;6.620535643;49.74893868;substation;220000;50;Station Trier;Amprion;;"SRID=4326;POINT(6.6205356426611 49.7489386754597)"
239;6.702285445;49.82899444;substation;"220000;110000";50;Station Quint;"Amprion; Westnetz";;"SRID=4326;POINT(6.70228544511704 49.8289944400988)"
240;8.531514912;50.04787434;substation;380000;50;Station Kelsterbach;Amprion;;"SRID=4326;POINT(8.53151491196588 50.0478743425063)"
241;8.471371642;50.09720776;substation;"380000;110000";50;Umspannwerk Kriftel;Amprion;;"SRID=4326;POINT(8.47137164222049 50.0972077629353)"
242;8.065738003;50.40606817;substation;"380000;110000";;Station Limburg;Amprion, Süwag;;"SRID=4326;POINT(8.06573800300669 50.4060681719154)"
243;8.537219059;50.07808505;substation;"220000;110000";50;;;;"SRID=4326;POINT(8.53721905903123 50.078085052734)"
244;8.54248104;50.09598833;substation;;;;;;"SRID=4326;POINT(8.54248104018428 50.0959883311322)"
245;8.989536215;50.0602551;substation;"380000;110000";50;Karlstein;Amprion;;"SRID=4326;POINT(8.98953621454728 50.0602551000841)"
246;8.95870859;50.08260782;substation;"380000;220000";50;Umspannwerk Großkrotzenburg;TenneT;;"SRID=4326;POINT(8.95870858956225 50.0826078209328)"
247;10.36338432;47.73833684;substation;"380000;220000";50;Schaltanlage Leupolz;Amprion;;"SRID=4326;POINT(10.3633843211809 47.7383368357565)"
248;7.461500305;51.61461433;plant;;;Trianel Kraftwerk Lünen;Trianel;;"SRID=4326;POINT(7.46150030545086 51.6146143296713)"
249;7.718232318;51.67434223;generator;;;Gersteinwerk Block K;;;"SRID=4326;POINT(7.71823231806437 51.6743422310609)"
250;7.715543472;51.67364309;generator;;;Gersteinwerk Block F;;;"SRID=4326;POINT(7.71554347208106 51.6736430903867)"
251;7.71459457;51.67309968;generator;;;Gersteinwerk Block G;;;"SRID=4326;POINT(7.71459457000395 51.6730996766998)"
252;7.712700998;51.67266368;generator;;;Gersteinwerk Block I;;;"SRID=4326;POINT(7.71270099798652 51.6726636796219)"
253;7.981221587;51.67352628;substation;"380000;110000";50;Station Lippborg;Amprion;;"SRID=4326;POINT(7.98122158717143 51.6735262789774)"
254;7.792567138;49.81054879;substation;"220000;110000";50;Niederhausen;;;"SRID=4326;POINT(7.79256713751168 49.8105487905969)"
255;6.920130466;49.97058191;substation;"220000;110000";;Station Wengerohr;"Amprion; Westnetz";;"SRID=4326;POINT(6.92013046576366 49.9705819072583)"
256;6.755523431;49.36486963;substation;220000;50;Dieffeln;VSE;;"SRID=4326;POINT(6.75552343093251 49.3648696290977)"
257;8.414674664;49.70914685;plant;;;Kernkraftwerk Biblis;RWE;;"SRID=4326;POINT(8.41467466404663 49.7091468542437)"
258;9.882804321;51.51550754;substation;"220000;110000";50;Umspannwerk Rosdorf;"TenneT;AVACON";;"SRID=4326;POINT(9.88280432069129 51.5155075368656)"
259;9.851393613;51.64913526;substation;"220000;110000";50;Hardegsen;"TenneT;EON_Netz";;"SRID=4326;POINT(9.85139361305404 51.6491352561387)"
260;8.785793083;48.58376743;substation;"380000;110000";50;Netze BW Umspannwerk Oberjettingen;Netze BW;OBJTT;"SRID=4326;POINT(8.78579308261945 48.5837674313704)"
261;9.045434993;48.90296204;substation;"380000;220000;110000";50;380kV-Umspannwerk Pulverdingen;EnBW Transportnetze AG;;"SRID=4326;POINT(9.04543499281662 48.9029620391364)"
262;9.8013172;47.65250435;substation;380000;50;Umspannwerk Obermooweiler;;;"SRID=4326;POINT(9.80131720045512 47.6525043492184)"
263;9.810916933;47.1426453;substation;"380000;220000";;Umspannwerk Bürs;Vorarlberger Illwerke AG;;"SRID=4326;POINT(9.81091693259485 47.1426453017769)"
264;9.425512405;48.06435085;substation;"380000;220000;110000";;Umspannwerk Herbertingen;EnBW;;"SRID=4326;POINT(9.42551240461559 48.06435084547)"
265;8.104959644;52.26426141;substation;"220000;110000";50;Station Lüstringen;Amprion;;"SRID=4326;POINT(8.10495964382999 52.2642614054462)"
266;12.13019064;47.91316549;substation;220000;;Umspannwerk Marienberg;Tennet TSO GmbH, E.ON Netz GmbH;;"SRID=4326;POINT(12.1301906386214 47.9131654927098)"
267;6.801823659;51.12478811;substation;"220000;110000";50;Station Sankt Peter 220 kV;RWE;;"SRID=4326;POINT(6.80182365898612 51.124788107918)"
268;7.985067478;50.84222546;substation;"220000;110000";50;Station Eiserfeld;Amprion;;"SRID=4326;POINT(7.98506747780853 50.8422254631609)"
269;8.284861809;50.7590735;substation;"380000;110000";50;Dillenburg;"e.on;Mitte AG";;"SRID=4326;POINT(8.28486180869833 50.7590735041179)"
270;7.224238434;53.34992716;substation;"220000;110000";50;Emden-Borßum;"TenneT;EON_Netz";EMDB;"SRID=4326;POINT(7.22423843379854 53.349927162548)"
271;7.206052873;53.34131927;substation;"220000;110000";;Umspannwerk Kraftwerk Emden;;EMDE;"SRID=4326;POINT(7.20605287251855 53.3413192735744)"
272;9.318195282;54.71604944;substation;"380000;220000;110000;20000";50;Flensburg;TenneT;FLEN;"SRID=4326;POINT(9.31819528207498 54.7160494380133)"
273;9.270633933;55.03702649;substation;"400000;220000;150000";;400 kV Kassø;Energinet.dk;KAS;"SRID=4326;POINT(9.27063393311954 55.0370264929238)"
274;9.433427378;55.01872376;substation;"220000;150000;60000";;150 kV Enstedværket;;;"SRID=4326;POINT(9.43342737750221 55.0187237565518)"
275;7.433486728;50.43651921;substation;220000;;;;;"SRID=4326;POINT(7.43348672766729 50.4365192111658)"
276;7.593301858;50.38594383;substation;"380000;110000";;Station Koblenz;RWE;;"SRID=4326;POINT(7.59330185837014 50.3859438273488)"
277;8.122157055;53.56583233;substation;220000;50;Atlantic;;;"SRID=4326;POINT(8.12215705538293 53.5658323327544)"
278;11.56150852;52.12390357;substation;"220000;110000";50;Magdeburg (50Hertz);50Hertz Transmission;;"SRID=4326;POINT(11.5615085243446 52.1239035693175)"
279;12.81390996;50.85791853;substation;"380000;220000;110000";50;Umspannwerk Röhrsdorf;50Hertz;ROE;"SRID=4326;POINT(12.8139099558581 50.8579185289825)"
280;13.38232341;51.35599618;substation;"380000;110000";50;Umspannwerk Streumen;50Hertz;STR;"SRID=4326;POINT(13.3823234132251 51.3559961800368)"
281;12.04498258;50.78125677;substation;"380000;220000;110000";;Umspannwerk Weida;50Hertz;;"SRID=4326;POINT(12.0449825821974 50.7812567747087)"
282;12.51822214;51.1570726;substation;"380000;220000;110000";50;Eula;50Hertz Transmission;;"SRID=4326;POINT(12.518222136544 51.157072596162)"
284;8.656663577;50.60573451;substation;"380000;110000";50;Umspannwerk Gießen Nord;;;"SRID=4326;POINT(8.65666357652504 50.6057345116662)"
285;8.081626724;52.85863749;substation;220000;50;Cloppenburg 220 kV;TenneT;;"SRID=4326;POINT(8.08162672435001 52.8586374919795)"
286;9.567102066;51.32525736;substation;"220000;110000";50;Sandershausen;TenneT;;"SRID=4326;POINT(9.56710206574622 51.325257359953)"
287;7.746792526;52.28851153;substation;220000;;Kraftwerkschaltanlage Ibbenbüren;;;"SRID=4326;POINT(7.74679252616918 52.2885115307228)"
288;7.910729373;48.50128836;substation;"220000;110000";50;Umspannwerk Weier;EnBW;;"SRID=4326;POINT(7.91072937298184 48.501288357463)"
289;7.725706387;52.27719492;substation;"220000;110000";50;Station Ibbenbüren;Amprion;;"SRID=4326;POINT(7.72570638711988 52.2771949193371)"
290;14.21922836;51.12070801;substation;"380000;110000";;Umspannwerk Schmölln;"50Hertz;ENSO";;"SRID=4326;POINT(14.2192283642215 51.1207080075153)"
291;14.5700866;51.41901371;plant;;;Kraftwerk Boxberg;Vattenfall Europe;;"SRID=4326;POINT(14.5700866006585 51.4190137129385)"
292;11.64418116;51.90851292;substation;"220000;110000";50;Umspannwerk Förderstedt;50Hertz;MD 38;"SRID=4326;POINT(11.6441811640088 51.9085129245988)"
293;11.47469085;50.6040155;plant;220000;50;Pumpspeicherkraftwerk Hohenwarte II;Vattenfall AG;;"SRID=4326;POINT(11.4746908484648 50.6040154986165)"
294;10.99101465;50.57352701;substation;"380000;110000";50;Umspannwerk Altenfeld;50Hertz;;"SRID=4326;POINT(10.9910146509867 50.5735270149254)"
295;10.50549918;52.30183792;substation;220000;;Umspannwerk Braunschweig Nord;EON_Netz;;"SRID=4326;POINT(10.5054991845412 52.3018379177997)"
296;9.113628013;52.5457925;plant;;;Kraftwerk Robert Frank;Statkraft Germany;;"SRID=4326;POINT(9.11362801252575 52.5457924965917)"
297;10.36923014;52.16709246;substation;"220000;110000";50;Salzgitter-Hallendorf;"TenneT;EON_Netz";;"SRID=4326;POINT(10.369230142447 52.1670924591566)"
298;10.41954067;52.23696069;substation;220000;;Gleidingen 220 kV;TenneT;;"SRID=4326;POINT(10.4195406715655 52.236960686926)"
299;10.08764684;52.31513057;substation;"220000;110000";;Mehrum (220 kV);;;"SRID=4326;POINT(10.0876468394791 52.3151305685128)"
300;8.403141452;52.60964403;substation;"220000;110000";50;Station Sankt Hülfe;Amprion;;"SRID=4326;POINT(8.40314145213673 52.609644032024)"
301;10.23586318;52.29345956;substation;"380000;110000";50;Klein Ilsede;;U4;"SRID=4326;POINT(10.2358631776837 52.2934595593518)"
302;9.514240139;51.2590356;substation;"380000;110000";;Umspannwerk Bergshausen;TenneT;;"SRID=4326;POINT(9.51424013881917 51.2590355982966)"
303;9.387651324;51.64073354;substation;"380000;220000;110000";;Umspannanlage Würgassen;Tennet TSO;;"SRID=4326;POINT(9.38765132401603 51.6407335383064)"
304;9.774150481;50.52874967;substation;"380000;110000";50;UW Dipperz;Tennet;;"SRID=4326;POINT(9.77415048127863 50.5287496740774)"
305;9.177459696;49.03780989;substation;"380000;110000";"50;16.7";Umrichterwerk Neckarwestheim;DB Energie GmbH;;"SRID=4326;POINT(9.17745969579698 49.0378098900202)"
306;9.177311165;49.03937821;substation;380000;;Gemeinschaftskraftwerk Neckarwestheim 2;;;"SRID=4326;POINT(9.17731116526151 49.0393782085421)"
307;9.151354033;49.14338344;substation;"380000;220000;110000";;380-kV-Umspannwerk Großgartach;;;"SRID=4326;POINT(9.15135403252636 49.1433834351561)"
308;10.18782904;49.9812167;substation;380000;;Grafenrheinfeld;;GR;"SRID=4326;POINT(10.1878290378895 49.9812166954503)"
309;9.446918734;49.59026294;substation;"380000;110000";50;Umspannwerk Höpfingen;EnBW;;"SRID=4326;POINT(9.44691873439718 49.5902629413636)"
310;9.207364521;49.17663801;generator;;;;;;"SRID=4326;POINT(9.20736452076848 49.176638012732)"
311;9.694656422;49.23259256;substation;"380000;110000";50;Umspannwerk Kupferzell;EnBW;;"SRID=4326;POINT(9.69465642193277 49.232592562812)"
312;10.11748675;48.89710537;substation;"380000;220000;110000";;Umspannwerk Goldshöfe;EnBW;;"SRID=4326;POINT(10.1174867467825 48.8971053680956)"
314;10.86756594;48.53946913;substation;380000;;Station Meitingen;Net;;"SRID=4326;POINT(10.8675659384379 48.5394691326321)"
315;10.8408696;48.23803102;substation;"380000;220000;110000";50;Umspannwerk Oberottmarshausen;Lech-Elektrizitätswerke;173A;"SRID=4326;POINT(10.8408696020982 48.2380310170111)"
316;10.93672896;48.40130648;substation;"380000;110000";50;"Umspannwerk Lechhausen; Übernahmestation Lechhausen";"Lechwerke;Stadtwerke Augsburg";"613 U;1000";"SRID=4326;POINT(10.9367289569552 48.401306480313)"
317;10.87393581;47.24442395;substation;"380000;220000;110000";50;APG Umspannwerk Westtirol;Austrian Power Grid AG;;"SRID=4326;POINT(10.8739358089409 47.2444239523258)"
318;10.86376167;48.54682314;substation;"380000;110000";;Umspannwerk Meitingen;Elektrizitätswerke Augsburg;122 U;"SRID=4326;POINT(10.8637616674018 48.5468231412265)"
319;9.704218921;48.46497566;substation;"380000;110000";50;EnBW Umspannwerk Laichingen;EnBW;;"SRID=4326;POINT(9.70421892134793 48.4649756550866)"
320;9.400588974;48.66695242;substation;"380000;220000;110000";;EnBW Umspannwerk Wendlingen;;;"SRID=4326;POINT(9.40058897366435 48.6669524232075)"
321;7.572437376;48.01887502;substation;400000;;Poste électrique de Vogelgrun;;;"SRID=4326;POINT(7.57243737559791 48.0188750160839)"
322;7.751862591;48.09640576;substation;"220000;110000";50;220-kV-Umspannwerk Eichstetten;EnBW;;"SRID=4326;POINT(7.75186259053916 48.0964057598548)"
323;12.47724654;50.75312009;substation;"220000;110000";50;Crossen;50Hertz;;"SRID=4326;POINT(12.4772465439526 50.753120094381)"
324;14.94649716;51.0625863;substation;"380000;110000";50;Umspannwerk Hagenwerder;50Hertz;HGW;"SRID=4326;POINT(14.9464971571741 51.0625863042971)"
325;15.11496564;51.09057477;substation;"400000;220000;110000";;Stacja elektroenergetyczna „Mikułowa” 400/220/110 kV;PSE Operator;MIK;"SRID=4326;POINT(15.1149656392042 51.0905747712724)"
326;13.84126813;50.99017597;substation;"380000;110000";50;Umspannwerk DD-Süd;"Vattenfall;ENSO Strom AG;DREWAG";;"SRID=4326;POINT(13.8412681302394 50.9901759706559)"
327;13.25555503;50.93017828;substation;380000;50;Freiberg/Nord (380 kV);50Hertz Transmission;;"SRID=4326;POINT(13.255555029778 50.9301782754208)"
328;13.08187714;48.25652127;substation;;;Umspannwerk St. Peter;Austrian Power Grid AG;;"SRID=4326;POINT(13.0818771402069 48.2565212678656)"
329;13.00278215;48.26196828;substation;220000;;Umspannwerk Simbach;Tennet, E.on Netz;;"SRID=4326;POINT(13.0027821493857 48.2619682848282)"
330;12.22083538;48.585733;substation;"220000;110000";50;Umspannwerk Altheim;TenneT TSO GmbH, E.ON Netz GmbH;AHM;"SRID=4326;POINT(12.2208353829454 48.585732999856)"
331;12.74746252;48.14874535;substation;"220000;110000";50;Umspannwerk Pirach;TenneT TSO GmbH, E.ON Netz GmbH;PI;"SRID=4326;POINT(12.7474625154349 48.1487453495297)"
332;13.10343468;48.66679298;substation;"380000;220000;110000";50;Umspannwerk Pleinting;TenneT TSO GmbH, E.ON Netz GmbH;PT;"SRID=4326;POINT(13.1034346835086 48.6667929839894)"
333;9.196996881;54.85109763;substation;"380000;110000;20000";50;Umspannwerk Jardelund;TenneT;;"SRID=4326;POINT(9.19699688149761 54.8510976310855)"
334;11.19371437;50.16220211;substation;"380000;110000";;Umspannwerk Redwitz;;RED;"SRID=4326;POINT(11.1937143678616 50.162202113478)"
335;10.83601578;49.92806745;substation;380000;;Umspannwerk Oberhaid;TenneT TSO GmbH;OD;"SRID=4326;POINT(10.8360157761226 49.9280674466811)"
336;11.81070259;50.18376554;substation;"380000;220000;110000";50;Umspannwerk Mechlenreuth;"TenneT TSO GmbH;E.ON Netz GmbH";MH;"SRID=4326;POINT(11.8107025878306 50.1837655408821)"
337;12.29688381;48.60690994;substation;380000;;Isar;;IS;"SRID=4326;POINT(12.2968838072508 48.6069099365163)"
338;12.08225451;49.29744778;substation;"380000;220000;110000";50;Schwandorf;TenneT TSO GmbH, E.ON Netz GmbH;SD;"SRID=4326;POINT(12.082254511457 49.2974477819197)"
339;8.953681258;49.56744321;substation;"220000;110000";50;Beerfelden;;;"SRID=4326;POINT(8.95368125793136 49.5674432054231)"
341;12.24882393;51.19788246;substation;"220000;110000";50;Umspannwerk Großdalzig;"50Hertz Transmission;enviaM";;"SRID=4326;POINT(12.2488239333733 51.197882455184)"
342;10.73466941;51.44018679;substation;220000;50;Wolkramshausen (220 kV);50Hertz;WK;"SRID=4326;POINT(10.7346694131288 51.4401867876631)"
343;11.00491694;50.50741499;substation;380000;50;Pumpspeicherwerk Goldisthal;;;"SRID=4326;POINT(11.0049169401521 50.5074149865379)"
344;13.00258993;50.86591276;substation;"220000;110000";50;Niederwiesa;eins-Energie;Nws;"SRID=4326;POINT(13.0025899280761 50.8659127554399)"
345;12.24283696;50.56745318;substation;"220000;110000";50;Umspannwerk Herlasgrün;"50Hertz;enviaM";Her;"SRID=4326;POINT(12.2428369607183 50.5674531847227)"
346;13.24902841;52.53162392;substation;"380000;110000";50;Umspannwerk Reuter;50Hertz;;"SRID=4326;POINT(13.2490284051015 52.5316239158784)"
347;13.31551592;52.52199938;substation;"380000;110000";50;Umspannwerk Charlottenburg;50Hertz;;"SRID=4326;POINT(13.3155159230367 52.521999382843)"
348;13.36865404;52.50314757;substation;"380000;110000";;Berlin/Mitte;"50Hertz;Stromnetz Berlin";;"SRID=4326;POINT(13.3686540366335 52.5031475699387)"
349;11.79241388;48.83822406;substation;"220000;110000";;Umspannwerk Sittling;"TenneT TSO GmbH;E.ON Netz GmbH";SIT;"SRID=4326;POINT(11.7924138767477 48.8382240603814)"
350;11.32695422;49.39348135;substation;"220000;110000";50;Umspannwerk Ludersheim;"TenneT TSO GmbH;E.ON Netz GmbH";LU;"SRID=4326;POINT(11.3269542156337 49.3934813535393)"
351;11.50773063;48.76112398;substation;"380000;220000;110000";50;Ingolstadt;;IN;"SRID=4326;POINT(11.5077306291349 48.7611239826781)"
352;11.8076057;48.4554268;substation;"220000;110000";;Zolling - Irsching;;ZOL;"SRID=4326;POINT(11.8076056990284 48.4554268046327)"
353;11.58137054;48.76489409;substation;"380000;220000;110000";50;Irsching;;IRS;"SRID=4326;POINT(11.5813705373931 48.7648940914575)"
354;11.63931212;48.17878345;substation;"380000;110000";50;Föhring;;;"SRID=4326;POINT(11.6393121226285 48.1787834513521)"
355;6.177914508;49.95306514;substation;220000;;Vianden;SEO;;"SRID=4326;POINT(6.17791450795649 49.9530651407752)"
356;6.21102035;49.95862576;substation;220000;50;SA Bauler;Amprion;;"SRID=4326;POINT(6.21102035001899 49.958625762817)"
357;6.114517077;49.90536469;substation;"220000;65000";;Flebour;;;"SRID=4326;POINT(6.11451707744375 49.9053646883447)"
358;6.083460467;49.77644065;substation;"220000;65000";;Roost;;;"SRID=4326;POINT(6.08346046717716 49.7764406544559)"
359;6.276941805;49.19774009;substation;"400000;225000";;Poste électrique de Vigy;RTE;;"SRID=4326;POINT(6.27694180505096 49.1977400931517)"
360;6.773207885;49.29107423;substation;"380000;220000;110000";50;Umspannanlage Ensdorf;;;"SRID=4326;POINT(6.77320788478575 49.2910742282334)"
361;6.703651237;49.13851065;substation;"400000;225000;63000";;Poste électrique de Saint-Avold;RTE;;"SRID=4326;POINT(6.70365123666852 49.1385106493524)"
362;8.049365536;47.55087712;substation;"380000;220000";50;Laufenburg;;;"SRID=4326;POINT(8.04936553586669 47.5508771216161)"
363;7.5000618;51.53517412;substation;220000;50;Ratsbusch;;;"SRID=4326;POINT(7.50006180009675 51.5351741198659)"
364;6.975932594;51.03760075;substation;"220000;110000";;Station Dhünnaue;;;"SRID=4326;POINT(6.97593259448086 51.0376007513607)"
365;13.24284905;52.53495401;generator;;;Heizkraftwerk Reuter West;;;"SRID=4326;POINT(13.2428490525397 52.534954010528)"
366;8.56218199;49.13294994;substation;"380000;110000";50;Umspannwerk Bruchsal-Kändelweg;"EnBW;TransnetBW;NetzeBW";;"SRID=4326;POINT(8.56218199023421 49.1329499430444)"
367;8.441315504;49.25140269;substation;380000;50;Philippsburg 380 kV;EnBW;;"SRID=4326;POINT(8.44131550430227 49.2514026918789)"
368;7.942810058;47.65302138;plant;;;Kavernenkraftwerk Wehr;;;"SRID=4326;POINT(7.94281005788411 47.6530213753111)"
369;9.068791077;53.56664144;substation;"380000;110000";50;Alfstedt;EON_Netz;;"SRID=4326;POINT(9.06879107734103 53.5666414353503)"
370;6.741376169;49.35749198;substation;220000;50;UA Dillinger Hütte Mitte;;;"SRID=4326;POINT(6.74137616899692 49.3574919769119)"
371;6.749700124;49.36517638;substation;220000;50;UA Obergraben;Amprion;;"SRID=4326;POINT(6.74970012443072 49.3651763762001)"
372;6.766015685;49.3600772;substation;"220000;110000";50;Station Saarwellingen;Amprion;;"SRID=4326;POINT(6.76601568493305 49.3600771974691)"
373;12.15040167;49.01275184;substation;220000;;Umspannwerk Regensburg;TenneT TSO GmbH, E.ON Netz GmbH;RE;"SRID=4326;POINT(12.1504016727645 49.0127518366844)"
374;7.591359901;51.92844168;substation;"220000;110000";50;Station Münster;RWE;;"SRID=4326;POINT(7.59135990137681 51.9284416773768)"
375;8.451632546;49.0073972;substation;"220000;110000";50;Umspannwerk Karlsruhe-Ost;"Transnet BW;Stadtwerke Karlsruhe";;"SRID=4326;POINT(8.45163254550249 49.0073972031011)"
376;8.996208204;52.37958802;substation;380000;50;KW Heyden;;;"SRID=4326;POINT(8.99620820363651 52.3795880192563)"
377;9.562823399;48.70148985;substation;"380000;110000";50;EnBW Umspannwerk Bünzwangen;EnBW;BZW;"SRID=4326;POINT(9.56282339901178 48.7014898485108)"
378;9.370919285;48.71912799;substation;"380000;110000";50;EnBW Umspannwerk Altbach 1;;;"SRID=4326;POINT(9.3709192851844 48.7191279915177)"
379;9.377605818;48.81260689;substation;"380000;110000";;EnBW Umspannwerk Endersbach;Netze BW;;"SRID=4326;POINT(9.37760581754005 48.8126068944115)"
380;9.821583887;52.4248553;substation;"220000;110000";50;Lahe;enercity Netzgesellschaft mbH;LAH;"SRID=4326;POINT(9.82158388744515 52.4248552966861)"
381;9.076225479;49.36338698;substation;"220000;110000";50;Obrigheim;;;"SRID=4326;POINT(9.07622547939074 49.3633869809985)"
382;10.16030331;49.98915674;substation;"380000;220000;110000";50;Umspannwerk Bergrheinfeld;TenneT TSO GmbH;BRF;"SRID=4326;POINT(10.1603033138907 49.9891567446732)"
383;10.19649164;50.02797243;substation;"220000;110000";50;Schweinfurt;;;"SRID=4326;POINT(10.1964916419935 50.0279724289148)"
384;10.84311783;49.37869275;substation;"380000;220000;110000";50;Umspannwerk Raitersaich;"TenneT TSO GmbH;E.ON Netz GmbH";RAI;"SRID=4326;POINT(10.8431178304875 49.3786927451193)"
385;9.09051758;49.9700414;substation;"380000;220000;110000";50;Umspannwerk Aschaffenburg;"TenneT TSO GmbH;E.ON Netz GmbH";AS;"SRID=4326;POINT(9.09051758008411 49.970041398809)"
386;8.813994227;51.98343666;substation;"220000;110000";50;Umspannwerk Lage;;;"SRID=4326;POINT(8.81399422708791 51.9834366629029)"
387;8.932218478;52.19331246;substation;"220000;110000";50;UW Veltheim;Westfalen Weser Netz GmbH;;"SRID=4326;POINT(8.9322184779311 52.1933124598334)"
388;8.959044167;52.27849499;substation;"220000;110000";50;Umspannwerk Meißen;EON_WestfalenWeser;;"SRID=4326;POINT(8.95904416676652 52.2784949940029)"
389;9.594301673;49.79844274;substation;"220000;110000";50;Umspannwerk Trennfeld;"TenneT TSO GmbH;E.ON Netz GmbH";TRE;"SRID=4326;POINT(9.59430167337064 49.7984427353847)"
390;10.97290393;49.55850741;substation;"380000;110000";50;Kriegenbrunn;EON_Netz;KRI;"SRID=4326;POINT(10.9729039325696 49.5585074124969)"
391;8.954644183;50.08601576;substation;"220000;110000";50;Kraftwerkseinspeisung Staudinger;;;"SRID=4326;POINT(8.95464418290241 50.0860157590432)"
